,X1,X2,X11,X14,X15,X18,X21,X22,X26,X40,X46,X48,X52,X56,X59,X60,X62,X64,X66,X67,X68,X69,X74,X77,X78,X88,X89,X90,X93,X97,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138
hsa-miR-1275,0,9,0,2,0,0,0,1,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,31,3,1,0,0,0,5,0,1,0,1,0,0,7,0,0,12,0,0,5,2,30,0,0,0,0,0,2,6,0
hsa-miR-1276,0,11,0,0,0,0,0,3,0,3,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1277-3p,0,0,0,0,0,1,2,0,0,0,0,7,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0
hsa-miR-1277-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1278,0,0,0,0,0,0,0,3,0,1,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-128-1-5p,0,22,0,6,0,1,3,3,1,9,4,7,1,3,4,6,20,15,0,1,0,2,0,1,0,0,3,5,1,0,3,4,2,3,0,8,2,1,1,2,4,0,3,0,0,8,3,0,2,2,0,14,6,0,6,4,2,20,0,0
hsa-miR-128-2-5p,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-128-3p,480,972,396,135,50,58,286,504,179,530,167,1549,303,611,854,549,1294,703,115,136,174,224,0,189,12,156,407,179,448,34,249,486,141,252,1,10,61,53,70,122,104,83,163,95,142,220,248,215,137,247,183,236,380,139,534,124,132,312,122,210
hsa-miR-1283,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1284,0,0,4,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,7
hsa-miR-1285-3p,27,27,28,28,6,5,21,25,19,32,13,89,15,69,73,77,79,25,11,20,16,14,9,12,0,5,34,13,19,0,7,18,8,8,0,0,6,1,5,2,8,1,3,0,2,6,9,8,8,25,0,3,8,0,41,3,2,41,30,12
hsa-miR-1285-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
hsa-miR-1287-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1287-5p,0,0,9,2,4,3,10,9,1,1,3,1,5,6,6,15,21,13,2,0,0,7,0,1,0,2,2,2,6,0,4,4,2,8,0,0,0,1,4,1,0,0,0,0,0,5,5,0,5,4,0,1,7,4,0,0,6,0,15,0
hsa-miR-1288-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1289,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-129-1-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-129-2-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0
hsa-miR-129-5p,0,2,64,0,0,0,0,0,2,0,0,3,0,0,1,1,1,1,1,1,3,0,0,0,0,1,3,2,3,21,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,4,3,8,0
hsa-miR-1290,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
hsa-miR-1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
hsa-miR-1292-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1292-5p,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1294,8,74,0,3,4,0,0,2,6,0,0,3,0,0,6,0,6,1,4,2,0,0,0,0,5,0,1,3,0,24,1,4,0,0,0,0,1,0,4,0,0,0,3,0,2,0,1,6,0,3,8,0,0,5,0,6,0,5,7,14
hsa-miR-1295a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
hsa-miR-1295b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1295b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1296-5p,0,0,0,0,0,1,4,9,0,0,3,15,0,2,0,0,15,16,0,0,1,2,0,1,0,2,1,3,3,0,0,7,2,4,0,0,2,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
hsa-miR-1297,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1298-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1298-5p,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1299,0,0,3,0,0,0,1,2,0,0,0,5,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0
hsa-miR-1301-3p,0,0,0,11,0,0,12,17,3,26,4,11,1,3,5,2,30,26,0,6,2,0,0,2,0,8,0,9,14,0,4,4,5,14,21,10,0,1,2,8,0,0,0,3,0,3,10,4,0,0,0,0,12,6,0,11,0,0,0,0
hsa-miR-1301-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1303,4,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,13
hsa-miR-1304-3p,80,96,59,23,0,6,45,57,30,63,20,170,20,69,91,43,173,88,11,2,32,3,39,23,5,21,17,22,57,9,22,35,4,19,16,36,4,9,2,5,19,12,32,13,22,23,35,23,34,31,54,50,34,0,72,21,9,9,20,17
hsa-miR-1304-5p,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1306-3p,0,2,0,0,0,0,0,3,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11
hsa-miR-1306-5p,10,0,4,3,0,1,8,3,5,9,2,15,4,11,18,8,16,0,0,0,1,2,0,1,0,4,8,2,6,0,7,21,4,15,0,0,4,1,5,8,13,5,7,3,0,2,9,10,3,0,0,9,23,16,45,9,6,18,14,0
hsa-miR-1307-3p,116,139,68,36,13,21,64,163,41,144,55,207,45,140,174,78,331,141,15,16,26,35,15,41,0,58,114,49,151,13,59,223,66,128,0,10,43,29,37,66,58,34,71,60,52,78,42,66,53,122,35,146,133,28,186,37,64,109,72,85
hsa-miR-1307-5p,260,356,234,133,63,75,193,404,110,521,119,783,239,510,794,377,842,391,68,144,117,149,72,115,29,85,468,147,330,32,79,161,53,154,0,6,26,26,36,60,28,19,46,23,24,58,117,54,88,147,69,187,134,39,211,120,93,99,129,67
hsa-miR-130a-3p,607,1713,600,275,134,81,575,968,284,783,306,3172,364,1095,2019,741,2014,1249,297,201,297,246,167,321,166,284,1988,284,619,63,161,324,173,243,33,21,68,54,111,135,154,81,131,62,153,127,175,241,253,296,202,265,371,90,369,138,713,357,138,155
hsa-miR-130a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-130b-3p,365,704,347,127,43,28,187,271,104,250,58,704,151,488,794,355,582,292,101,102,158,161,10,103,27,64,855,111,187,37,136,213,123,119,7,18,32,36,50,47,49,32,36,34,66,65,104,102,89,106,123,88,81,23,212,105,405,238,64,103
hsa-miR-130b-5p,27,85,128,16,8,5,39,50,9,43,10,98,19,31,98,29,189,116,12,11,17,12,0,24,0,25,20,19,69,0,6,67,16,44,0,0,10,6,13,19,7,3,20,21,31,22,34,45,42,27,38,44,19,29,41,9,9,16,30,0
hsa-miR-132-3p,32,113,198,36,4,3,31,37,37,32,26,98,12,34,36,44,81,29,9,8,19,44,0,17,0,21,108,25,43,51,35,73,12,15,3,0,10,3,7,9,12,10,7,15,20,7,8,4,6,7,19,54,23,17,40,21,27,56,11,6
hsa-miR-132-5p,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1323,0,0,0,0,0,0,0,0,0,2,2,10,1,0,7,0,3,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0
hsa-miR-133a-3p,62,53,60,7,0,4,21,137,14,40,40,29,10,46,78,47,182,194,9,16,53,33,0,45,5,39,11,15,162,37,28,50,16,23,0,1,4,5,4,10,21,0,16,8,7,55,23,15,9,57,22,86,41,7,46,1,1,25,10,9
hsa-miR-133a-5p,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-133b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-134-3p,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-134-5p,3,2,158,3,0,3,9,50,3,35,17,24,5,74,32,0,72,43,11,6,7,4,0,9,0,19,10,22,3,23,7,18,10,17,1,0,3,2,4,12,3,6,8,5,1,6,1,12,21,3,0,24,12,9,8,0,1,11,7,0
hsa-miR-1343-3p,8,0,0,0,0,1,0,0,0,2,0,0,0,7,0,0,3,1,0,0,2,0,0,2,0,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hsa-miR-135a-3p,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-135a-5p,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-135b-5p,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-136-3p,5,55,129,15,5,13,31,126,8,130,75,71,21,48,117,3,250,129,21,21,11,15,27,21,1,12,47,35,30,0,2,13,17,22,0,4,0,6,6,3,8,2,15,10,14,8,22,15,35,23,4,6,25,8,18,8,11,2,9,12
hsa-miR-136-5p,7,19,0,6,0,0,10,0,1,3,0,6,2,13,10,11,9,2,5,0,7,2,0,2,0,0,17,3,6,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,6,0,0,0,1,0,2,1,0,0,0
hsa-miR-137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-138-1-3p,0,13,0,0,0,1,0,3,0,2,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0
hsa-miR-138-2-3p,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-138-5p,0,1,64,0,0,0,0,1,0,3,0,1,1,9,1,0,1,1,1,0,8,1,0,0,0,0,4,0,4,18,0,0,0,0,2,2,0,0,1,0,2,0,1,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,0,0
hsa-miR-139-3p,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,1,0,0,2,14,0,0,0,0,8,0,1,0,0,18,18,0,0,3,0,5,0,0,0,0,1,0,4,0,0,0,0,0,0,0,23,0,0,0,6
hsa-miR-139-5p,6,63,2,9,8,2,6,11,5,5,9,46,12,12,19,19,21,22,7,4,6,10,0,2,0,8,13,11,22,0,4,42,5,12,0,0,1,1,1,2,0,0,6,0,0,9,14,0,0,2,0,17,10,0,0,0,0,10,4,0
hsa-miR-140-3p,601,1192,323,268,70,27,182,247,170,253,103,710,266,438,849,509,586,154,121,177,192,275,14,127,67,66,319,187,242,29,227,397,158,170,5,18,68,25,72,81,100,45,97,73,120,107,176,124,122,65,121,184,201,159,421,139,54,364,128,229
hsa-miR-140-5p,5,0,20,1,0,2,7,13,2,10,1,8,12,16,6,29,14,30,0,1,2,4,0,12,0,8,6,16,13,1,7,6,3,9,0,0,4,0,1,7,7,0,2,5,4,18,15,11,4,11,10,0,3,7,8,0,0,0,0,19
hsa-miR-141-3p,211,173,80,27,33,7,21,27,15,16,11,86,23,120,83,95,114,28,7,39,88,54,179,18,48,39,397,29,42,81,9,10,6,17,17,32,1,0,4,2,17,7,4,1,6,13,40,8,5,59,43,19,90,16,56,49,108,6,53,25
hsa-miR-141-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-142-3p,0,29,21,12,4,7,19,46,10,22,22,116,14,93,96,44,105,58,7,2,16,7,0,7,8,16,11,21,50,1,8,47,8,28,0,0,6,9,6,4,2,2,13,8,0,11,2,23,10,22,1,4,7,0,0,20,0,3,0,0
hsa-miR-142-5p,1998,4439,2856,723,352,215,1393,2072,468,1582,655,5974,929,2648,4403,2940,4932,3003,519,460,1041,748,384,539,346,515,663,860,1719,327,321,787,226,347,43,90,54,59,146,204,165,86,186,134,157,327,889,807,709,1056,386,570,552,324,1042,252,139,567,438,315
hsa-miR-143-3p,3605,11314,4066,940,359,195,617,2791,526,2616,824,5896,784,3268,4514,3598,9414,2062,457,621,1394,1453,2691,1410,1957,1291,3935,1032,2018,1539,538,2920,547,880,841,3069,197,138,321,541,790,306,803,956,710,1434,4954,2019,1933,3093,2796,2350,3278,2197,3275,3817,1604,1226,1854,812
hsa-miR-143-5p,0,0,0,1,0,1,3,5,0,1,1,7,0,0,0,0,11,2,0,0,0,0,0,1,0,3,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,9,0,0,0,0,5,0,0,0,0
hsa-miR-144-3p,1796,3114,676,818,253,46,757,396,389,533,173,3743,613,1575,2271,1431,2165,200,183,425,591,718,153,227,229,77,340,310,434,67,380,490,207,350,5,28,62,93,134,123,133,55,153,32,63,79,327,395,262,566,65,252,252,112,971,57,34,616,89,369
hsa-miR-144-5p,556,1630,206,247,46,15,233,143,153,246,59,1162,332,631,845,608,620,89,107,112,197,295,62,44,24,31,180,120,205,25,171,304,146,177,0,4,29,51,46,93,94,65,138,24,38,78,221,270,193,225,120,281,193,86,996,130,26,383,94,157
hsa-miR-145-3p,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0
hsa-miR-145-5p,0,0,7,2,3,1,2,19,0,9,2,54,4,7,31,6,21,14,0,0,3,9,0,7,0,11,18,6,19,0,10,53,10,12,11,6,5,5,5,11,0,0,7,13,7,5,21,17,0,18,10,0,36,28,0,15,0,3,3,6
hsa-miR-1468-5p,3,91,66,8,0,7,19,23,13,24,8,96,14,38,30,24,77,26,10,15,3,7,0,4,22,8,17,11,16,0,12,24,23,14,0,13,6,3,3,8,3,9,7,10,31,15,6,11,20,44,31,32,27,10,41,22,16,44,20,16
hsa-miR-146a-3p,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,4,4,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-146a-5p,2994,5421,9409,424,289,347,1277,3982,256,2048,848,2952,459,1599,1639,1129,4055,4841,417,232,592,495,8671,852,3760,1069,1533,683,2485,2937,268,738,259,521,2890,3025,166,148,234,239,383,336,775,431,439,954,889,1280,1021,1762,933,1194,1646,433,1103,695,708,636,1244,289
hsa-miR-146b-3p,29,35,16,8,0,1,6,25,6,9,6,17,7,3,7,13,20,11,4,3,2,6,0,5,0,3,12,5,7,0,6,10,5,10,0,0,1,4,0,4,21,1,0,10,3,2,24,14,8,1,23,39,17,0,27,7,8,24,0,0
hsa-miR-146b-5p,978,3974,2361,159,145,91,461,833,75,543,183,671,185,509,699,490,1190,1023,124,111,123,131,5360,222,2333,228,205,309,466,3117,211,406,62,198,2073,1517,104,34,102,71,152,118,233,254,210,311,504,527,550,780,280,488,581,217,649,364,132,704,425,213
hsa-miR-147a,0,0,12,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-147b,0,2,48,2,0,0,0,0,0,1,0,0,0,0,6,0,1,1,0,2,0,1,0,0,0,1,0,1,0,14,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
hsa-miR-148a-3p,2778,6619,3580,702,296,340,1215,1714,849,2312,1042,7286,1267,4446,4221,2501,6446,2778,784,525,1243,843,1515,762,2264,1126,2145,1202,2249,1740,412,1515,410,775,577,552,183,124,222,303,882,322,734,913,630,1016,2258,2339,2069,1962,1632,1499,1875,1103,3518,2156,568,1320,1197,1163
hsa-miR-148a-5p,31,91,126,12,5,3,25,39,9,45,26,92,14,97,55,32,121,93,8,2,10,23,74,11,37,13,13,18,32,42,11,42,13,11,0,61,5,0,7,10,18,1,20,14,18,17,45,20,27,14,30,20,27,15,76,19,11,21,5,15
hsa-miR-148b-3p,375,754,1119,61,28,103,379,668,123,586,164,1734,137,914,967,316,1832,1049,87,58,144,72,125,171,57,284,141,176,730,61,59,267,55,275,24,26,48,37,13,109,90,47,141,119,80,315,295,696,365,737,155,240,592,217,235,66,48,154,350,129
hsa-miR-148b-5p,16,47,38,9,3,2,21,51,2,30,17,84,8,73,32,16,127,99,1,2,13,7,0,10,1,15,2,10,37,0,6,19,8,9,12,0,4,3,1,9,3,0,1,14,3,13,8,24,8,7,0,9,13,17,29,0,4,4,0,3
hsa-miR-149-5p,0,2,112,0,0,0,1,0,2,1,0,7,0,0,2,7,1,1,2,2,1,3,0,0,0,0,0,1,1,39,0,3,0,2,3,0,2,0,0,2,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-150-3p,80,106,92,13,3,2,8,13,15,25,5,44,17,10,90,54,35,10,11,5,17,15,24,4,22,6,88,29,16,12,46,52,25,27,13,13,12,2,8,10,42,9,22,24,28,27,45,9,46,32,44,97,22,8,49,42,73,99,82,13
hsa-miR-150-5p,567,1529,559,726,323,256,726,1268,1073,1191,575,5575,1463,1793,4520,3312,1520,801,625,726,1137,931,167,328,130,302,686,1442,1134,233,5041,3991,1873,1176,23,135,842,175,677,472,824,324,394,1003,1015,620,894,462,515,472,918,3157,881,582,1749,1262,246,2727,1561,714
hsa-miR-151a-3p,2662,6910,7875,573,298,491,2289,5560,896,4778,1541,8621,1056,3824,3916,2277,10994,7666,566,267,878,505,2993,1459,1603,1241,1013,919,3407,1165,581,1966,540,1209,1213,1198,288,272,259,564,711,511,1300,983,979,2758,1760,3209,2041,2171,1529,2218,3231,735,3314,998,625,1808,1565,858
hsa-miR-151a-5p@,360,1012,793,67,30,89,385,778,139,605,223,2550,224,977,1251,444,2067,1444,102,40,195,71,64,133,15,333,164,194,854,16,106,616,117,418,22,15,88,85,42,163,79,106,153,100,73,212,209,450,269,377,194,343,440,120,407,81,67,198,172,81
hsa-miR-152-3p,7,30,24,3,5,5,20,28,15,15,8,43,3,12,12,25,56,54,3,0,6,13,0,11,0,11,18,14,22,0,9,12,3,4,0,0,2,5,0,11,0,0,0,3,2,0,0,10,13,0,6,0,21,9,9,21,6,6,4,6
hsa-miR-152-5p,0,0,0,0,0,0,0,0,0,3,0,8,0,4,0,4,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
hsa-miR-153-3p,4,1,58,0,0,0,1,0,0,2,0,0,0,0,1,0,3,6,0,0,1,0,0,0,0,0,0,0,0,17,5,0,0,0,1,0,1,0,0,0,0,0,5,0,0,1,0,2,8,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-1537-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1537-5p,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1538,0,8,0,4,0,0,0,6,3,15,2,6,1,9,0,8,20,11,1,0,3,2,0,1,0,0,2,1,2,0,0,5,0,3,0,0,0,1,0,0,0,0,0,1,0,4,4,1,0,0,0,0,4,0,16,0,0,0,11,0
hsa-miR-154-3p,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
